07,07,07,07,07,07,07,07,07,07,07,07,07,07,07,07,07,07,07,07,07,07,07,07,07,07,07,07,07,07,07,07,07,07,07,07,07,07,07,07
07,01,01,01,00,12,10,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,07
07,01,01,01,06,10,10,04,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,20,01,07
07,01,01,01,01,15,10,14,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,07
07,01,01,01,01,05,10,10,01,01,01,01,01,01,01,01,01,01,01,02,10,04,01,01,01,01,01,01,01,01,01,15,10,10,10,04,01,01,01,07
07,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,10,12,10,14,01,01,01,01,01,01,01,01,01,05,15,10,10,14,01,01,01,07
07,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,10,10,11,10,01,01,01,01,01,01,01,01,01,01,05,10,13,10,01,01,01,07
07,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,10,13,10,01,01,01,01,01,01,01,01,01,01,01,01,10,03,01,01,01,01,07
07,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,10,03,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,07
07,01,01,01,01,01,01,01,01,01,01,01,01,01,01,20,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,07
07,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,07
07,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,10,04,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,07
07,01,01,01,01,01,01,01,01,01,02,10,10,01,01,01,01,01,01,01,01,01,15,14,04,01,01,01,01,01,01,01,01,01,01,01,01,01,01,07
07,01,01,01,01,01,01,02,10,10,12,13,10,01,01,01,01,01,01,01,01,01,05,15,14,10,10,10,01,01,01,01,01,01,01,01,01,01,01,07
07,01,01,01,01,01,01,12,10,10,10,03,01,01,01,01,01,01,01,01,01,01,01,05,15,10,10,10,04,01,01,01,01,01,01,01,01,01,01,07
07,01,01,01,01,01,01,10,13,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,05,10,10,15,14,04,01,01,01,01,01,01,01,01,01,07
07,01,01,01,01,01,01,10,03,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,05,10,14,01,01,01,01,01,01,01,01,01,07
07,01,01,01,01,01,01,10,01,01,01,01,01,01,01,01,15,10,10,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,07
07,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,05,10,10,04,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,07
07,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,15,10,14,01,01,01,01,01,01,01,20,01,01,01,01,01,01,01,01,01,01,01,07
07,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,05,10,10,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,07
07,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,07
07,01,01,01,01,10,04,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,02,10,13,01,01,01,01,01,01,01,01,01,01,01,01,07
07,01,01,01,01,10,14,10,04,01,01,01,01,01,01,01,01,01,01,01,01,01,02,10,12,10,03,01,01,01,01,01,01,01,01,01,01,01,01,07
07,01,01,01,01,15,10,10,14,01,01,01,01,01,01,01,01,01,01,01,01,01,12,10,10,10,01,01,01,01,01,10,10,10,01,01,01,01,01,07
07,01,01,01,01,05,10,10,10,01,01,01,01,01,01,01,01,01,01,01,01,01,10,13,01,01,01,01,01,01,01,10,10,10,04,01,01,01,01,07
07,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,10,03,01,01,01,01,01,01,01,15,10,10,14,01,01,01,01,07
07,01,20,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,05,10,10,10,17,01,01,01,07
07,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,10,10,16,01,01,01,07
07,07,07,07,07,07,07,07,07,07,07,07,07,07,07,07,07,07,07,07,07,07,07,07,07,07,07,07,07,07,07,07,07,07,07,07,07,07,07,07

1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
